frame,shoulder_x,shoulder_y,shoulder_conf,elbow_x,elbow_y,elbow_conf,wrist_x,wrist_y,wrist_conf,hip_x,hip_y,hip_conf,knee_x,knee_y,knee_conf,ankle_x,ankle_y,ankle_conf
108,0.51394415,0.4239588,0.009274355,0.42842385,0.5747218,0.0062242434,0.37569958,0.5394459,0.0033865531,0.49448386,0.48116246,0.010776325,0.60660785,0.5212029,0.049516175,0.46613327,0.68695784,0.014404902
109,0.51362836,0.42406967,0.009494749,0.42845637,0.57452154,0.006287724,0.3756628,0.5395035,0.0034317102,0.52470887,0.61220104,0.0019918003,0.6066749,0.52125585,0.04907426,0.46627977,0.68688667,0.014637765
110,0.51306885,0.42410284,0.009767776,0.42836663,0.57428837,0.0063373414,0.37571758,0.5395503,0.0034526978,0.524399,0.6122467,0.0020189255,0.6066884,0.5211352,0.048603732,0.46640986,0.686836,0.014837454
111,0.5126378,0.4241282,0.010011761,0.4283444,0.5741242,0.0063683204,0.3757348,0.5395812,0.0034715876,0.52420115,0.61232024,0.0020412023,0.60665184,0.5209873,0.048398763,0.46657646,0.68679625,0.015054829
112,0.5121089,0.42427403,0.010181172,0.42834434,0.57390445,0.006433233,0.3758255,0.5395831,0.003503104,0.49273792,0.48080954,0.011307308,0.6065442,0.52091944,0.04809231,0.46668988,0.6867157,0.0152226025
113,0.5116149,0.42446554,0.01010824,0.428426,0.5737047,0.006507989,0.3765692,0.55507785,0.003879334,0.49240938,0.4808004,0.011283866,0.6063794,0.5208325,0.048147615,0.4666747,0.6866067,0.015498118
114,0.51134056,0.424587,0.01007443,0.42844117,0.5736502,0.0065178103,0.37659413,0.5551506,0.00387763,0.49211952,0.48086756,0.01125707,0.60630286,0.520792,0.047782473,0.46669254,0.6865924,0.015557534
115,0.51119107,0.42462513,0.010153822,0.42846695,0.5735549,0.006579758,0.37667075,0.555174,0.0038799902,0.49179703,0.48090756,0.011322719,0.6062173,0.52077556,0.04690478,0.4667689,0.6865642,0.015619869
116,0.51110375,0.42451534,0.0101898825,0.4285405,0.57347476,0.006634038,0.37676612,0.5552106,0.0038801208,0.50375396,0.61129296,0.0025393618,0.6061572,0.52089775,0.046821162,0.46681678,0.6865073,0.015746575
117,0.51109785,0.4244281,0.010291789,0.42854023,0.5734521,0.0066032293,0.37676966,0.55526257,0.0038751587,0.50383997,0.61137396,0.00253161,0.60617834,0.52097464,0.04637911,0.46686804,0.68655,0.015691323
118,0.5109557,0.42428896,0.010333999,0.42851713,0.5733459,0.0066204364,0.37682056,0.55524856,0.0038825565,0.5038527,0.6113407,0.0025374868,0.6061909,0.52101797,0.046291817,0.4668984,0.68654585,0.01573185
